Left_HandMatrixXB      , -0.8322842   ,   -0.4680766 ,  -0.4680766
Left_HandMatrixYB      , 0.5249       ,    -0.493124 ,   0.6937642
Left_HandMatrixZB      , -0.1782783   ,    0.7333028 ,   0.6561127
Left_HandMatrixO       , -47.30811    ,     127.3251 ,   -83.02222
Left_Hand_D            , -0.2969973   ,   -0.6937642 ,  -0.6561127
Left_Hand_N            , -0.2969973   ,   -0.6937642 ,  -0.6937642
Others_Hand_Features   , -0.8132835   ,   -0.4044896 ,  -0.4250655
Left_Hand_M            , 0            ,            0 ,           1
Left_HandPalm_P        , 44.88151     ,     145.2169 ,   -47.32998
Left_HandPalm_N        , 0.2819313    ,    0.9122064 ,  -0.2973118
Others_Palm_Features   , 1.255727     ,      2.84184 ,   0.7588517
Left_HandPalm_M        , 0            ,            0 ,    159.1931
Left_HandWrist_P       , 63.2249      ,     173.4453 ,    -11.3308
Left_HandWrist_N       , 0.3418358    ,    0.9377607 , -0.06126183
Others_Wrist_Features  , 1.505561     ,     2.792038 ,    1.393465
Left_HandWrist_M       , 0            ,            0 ,    184.9569
Left_HandMatrixXB      , -0.8322842   ,   -0.4680766 ,  -0.4680766
Left_HandMatrixYB      , 0.5249       ,    -0.493124 ,   0.6937642
Left_HandMatrixZB      , -0.1782783   ,    0.7333028 ,   0.6561127
Left_HandMatrixO       , -47.30811    ,     127.3251 ,   -83.02222
Left_Hand_D            , -0.2969973   ,   -0.6937642 ,  -0.6561127
Left_Hand_N            , -0.2969973   ,   -0.6937642 ,  -0.6937642
Others_Hand_Features   , -0.8132835   ,   -0.4044896 ,  -0.4250655
Left_Hand_M            , 0            ,            0 ,           1
Left_HandPalm_P        , 44.88151     ,     145.2169 ,   -47.32998
Left_HandPalm_N        , 0.2819313    ,    0.9122064 ,  -0.2973118
Others_Palm_Features   , 1.255727     ,      2.84184 ,   0.7588517
Left_HandPalm_M        , 0            ,            0 ,    159.1931
Left_HandWrist_P       , 63.2249      ,     173.4453 ,    -11.3308
Left_HandWrist_N       , 0.3418358    ,    0.9377607 , -0.06126183
Others_Wrist_Features  , 1.505561     ,     2.792038 ,    1.393465
Left_HandWrist_M       , 0            ,            0 ,    184.9569
Left_HandArm_D         , -0.1694148   ,    -0.884272 ,  -0.4351571
Left_HandArm_N         , -0.1694148   ,    -0.884272 ,  -0.4351571
Others_Arm_Features    , -1.113482    ,    -0.189293 ,  -0.3712647
Left_HandArm_M         , 0            ,            0 ,           1
Left_HandElbow_        , 104.4361     ,     388.5501 ,    94.52394
Left_HandElbow_N       , 0.2526914    ,    0.9401275 ,   0.2287081
Others_Elbow_Features  , 1.809434     ,     2.879014 ,    2.306416
Left_HandElbow_M       , 0            ,            0 ,    413.2952
TYPE_INDEX             , 0.5299621    ,    0.7105478 ,   0.4628844
TYPE_THUMB             , 0.2387428    ,   -0.4475492 ,  -0.8618014
TYPE_THUMBTipP         , 57.77295     ,     162.4294 ,    162.4294
TYPE_THUMBTipV         , 8.783993     ,     6.398983 ,    20.49534
TYPE_THUMBTipS         , 52.10847     ,     163.9227 ,   -89.34628
TYPE_THUMBD_N          , 0.2387428    ,   -0.4475492 ,  -0.8618014
TYPE_MIDDLE            , 0.3705265    ,    0.8137721 ,   0.4477555
TYPE_INDEX             , 0.5299621    ,    0.7105478 ,   0.4628844
TYPE_INDEXTipP         , 52.50914     ,     181.3628 ,    181.3628
TYPE_INDEXTipV         , 31.28008     ,     4.506707 ,    19.23892
TYPE_INDEXTipS         , 38.30558     ,     181.5278 ,   -63.81181
TYPE_INDEXD_N          , 0.5299622    ,    0.7105479 ,   0.4628845
TYPE_RING              , 0.2429551    ,    0.8883778 ,   0.3895608
TYPE_MIDDLE            , 0.3705265    ,    0.8137721 ,   0.4477555
TYPE_MIDDLETipP        , 61.57087     ,     183.0267 ,    183.0267
TYPE_MIDDLETipV        , 31.56543     ,    0.3850956 ,    23.06682
TYPE_MIDDLETipS        , 49.09056     ,     185.0923 ,   -63.77401
TYPE_MIDDLED_N         , 0.3705265    ,    0.8137721 ,   0.4477555
TYPE_PINKY             , -0.2494507   ,   -0.9062682 ,  -0.3412511
TYPE_RING              , 0.2429551    ,    0.8883778 ,   0.3895608
TYPE_RINGTipP          , 71.27934     ,     176.5795 ,    176.5795
TYPE_RINGTipV          , 27.73803     ,    -4.977251 ,    22.82649
TYPE_RINGTipS          , 61.54638     ,     180.0198 ,   -61.74308
TYPE_RINGD_N           , 0.2429551    ,    0.8883778 ,   0.3895608
Others_Finger_Featuers , 1.984053     ,     2.874639 ,    2.583955
TYPE_PINKY             , -0.2494507   ,   -0.9062682 ,  -0.3412511
TYPE_PINKYTipP         , 55.45329     ,     64.57944 ,    64.57944
TYPE_PINKYTipV         , -7.709421    ,    -2.825062 ,   -6.251562
TYPE_PINKYTipS         , 62.16755     ,     81.00707 ,   -82.12066
TYPE_PINKYD_N          , -0.2494507   ,   -0.9062682 ,  -0.3412511
Others_Finger_Featuers , -1.210671    ,    -0.268599 ,  -0.6312223

