Left_HandMatrixXB      , -0.9016713   ,    0.4309459 ,   0.4309459
Left_HandMatrixYB      , -0.2106601   ,    -0.365655 ,   0.9065974
Left_HandMatrixZB      , 0.3776394    ,     0.824974 ,   0.4204836
Left_HandMatrixO       , 74.54202     ,     44.53063 ,   -105.1067
Left_Hand_D            , 0.03570339   ,   -0.9065974 ,  -0.4204836
Left_Hand_N            , 0.03570339   ,   -0.9065974 ,  -0.9065974
Others_Hand_Features   , -1.136522    ,   0.03936141 ,  0.08470711
Left_Hand_M            , 0            ,            0 ,           1
Left_HandPalm_P        , 44.26944     ,     127.2753 ,   -20.69097
Left_HandPalm_N        , 0.3247136    ,    0.9335566 ,   -0.151767
Others_Palm_Features   , 1.409638     ,     2.806857 ,    1.133578
Left_HandPalm_M        , 0            ,            0 ,    136.3338
Left_HandWrist_P       , 50.40213     ,      171.406 ,   0.3834625
Left_HandWrist_N       , 0.2821069    ,    0.9593806 , 0.002146287
Others_Wrist_Features  , 1.573033     ,     2.855603 ,    1.578404
Left_HandWrist_M       , 0            ,            0 ,    178.6632
Left_HandArm_D         , -0.3348807   ,   -0.8646628 ,  -0.3744506
Left_HandArm_N         , -0.3348807   ,   -0.8646628 ,  -0.3744506
Others_Arm_Features    , -1.162119    ,   -0.3695071 ,  -0.7296711
Left_HandArm_M         , 0            ,            0 ,           1
Left_HandElbow_        , 131.864      ,     381.7408 ,    91.47096
Left_HandElbow_N       , 0.318433     ,    0.9218504 ,   0.2208896
Others_Elbow_Features  , 1.805978     ,     2.808997 ,    2.177266
Left_HandElbow_M       , 0            ,            0 ,    414.1027
TYPE_THUMB             , -0.2797623   ,    -0.524726 ,  -0.8039874
TYPE_THUMBTipP         , -16.78566    ,     120.2594 ,    120.2594
TYPE_THUMBTipV         , 7.469172     ,     -17.4368 ,    9.624118
TYPE_THUMBTipS         , -25.31212    ,     136.2424 ,    -69.6057
TYPE_THUMBD_N          , -0.2797623   ,    -0.524726 ,  -0.8039874
Others_Finger_Featuers , -0.578239    ,   -0.4898214 ,  -0.3348639
TYPE_INDEX             , -0.128286    ,     0.969103 ,  -0.2106703
TYPE_INDEXTipP         , 6.492613     ,     145.9107 ,    145.9107
TYPE_INDEXTipV         , 6.994732     ,    -18.39489 ,   -1.993728
TYPE_INDEXTipS         , 0.2282562    ,     160.0709 ,   -62.56715
TYPE_INDEXD_N          , -0.128286    ,     0.969103 ,  -0.2106703
Others_Finger_Featuers , 1.35674      ,    -3.009982 ,  -0.5469688
TYPE_MIDDLE            , -0.3747398   ,    0.9212151 ,    -0.10456
TYPE_MIDDLETipP        , 8.919976     ,     152.3309 ,    152.3309
TYPE_MIDDLETipV        , 8.169113     ,    -15.69762 ,    1.934747
TYPE_MIDDLETipS        , 3.525754     ,     165.4789 ,   -63.54119
TYPE_MIDDLED_N         , -0.3747398   ,    0.9212151 ,    -0.10456
Others_Finger_Featuers , 1.457778     ,    -2.755248 ,   -1.298696
TYPE_RING              , -0.481883    ,    0.8710402 , -0.09527686
TYPE_RINGTipP          , 22.70872     ,      156.557 ,     156.557
TYPE_RINGTipV          , 7.509612     ,    -20.56215 ,   -2.712765
TYPE_RINGTipS          , 16.71447     ,     166.7032 ,   -66.14442
TYPE_RINGD_N           , -0.481883    ,    0.8710402 , -0.09527686
Others_Finger_Featuers , 1.461847     ,    -2.636275 ,   -1.375596
TYPE_PINKY             , -0.6992972   ,    0.7080082 , -0.09852796
TYPE_PINKYTipP         , 36.91413     ,     150.1076 ,    150.1076
TYPE_PINKYTipV         , 8.703269     ,    -17.45096 ,    6.343914
TYPE_PINKYTipS         , 29.30309     ,     158.3137 ,   -67.73336
TYPE_PINKYD_N          , -0.6992972   ,    0.7080083 , -0.09852798
Others_Finger_Featuers , 1.432522     ,    -2.362384 ,   -1.430822

