Left_HandMatrixXB      , 0.1788137    ,   -0.4840272 ,  -0.4840272
Left_HandMatrixYB      , 0.2192526    ,    0.8683308 ,   0.4448933
Left_HandMatrixZB      , -0.9591424   ,    0.1082562 ,   0.2613936
Left_HandMatrixO       , -69.11795    ,    -91.29948 ,   -65.92628
Left_Hand_D            , -0.8565882   ,   -0.4448933 ,  -0.2613936
Left_Hand_N            , -0.8565882   ,   -0.4448933 ,  -0.4448933
Others_Hand_Features   , -1.039587    ,    -1.091767 ,   -1.274615
Left_Hand_M            , 0            ,            0 ,           1
Left_HandPalm_P        , 24.63948     ,     123.7626 ,   -39.17751
Left_HandPalm_N        , 0.1864747    ,    0.9366508 ,  -0.2965003
Others_Palm_Features   , 1.264223     ,     2.945076 ,   0.5614125
Left_HandPalm_M        , 0            ,            0 ,    132.1331
Left_HandWrist_P       , 63.21191     ,     147.2873 ,   -19.44669
Left_HandWrist_N       , 0.3915159    ,    0.9122542 ,   -0.120447
Others_Wrist_Features  , 1.439523     ,     2.736192 ,    1.272343
Left_HandWrist_M       , 0            ,            0 ,    161.4543
Left_HandArm_D         , -0.3180267   ,   -0.8788956 ,  -0.3555301
Left_HandArm_N         , -0.3180267   ,   -0.8788956 ,  -0.3555301
Others_Arm_Features    , -1.1864      ,   -0.3471907 ,   -0.729776
Left_HandArm_M         , 0            ,            0 ,           1
Left_HandElbow_        , 140.5945     ,     361.1411 ,    67.06125
Left_HandElbow_N       , 0.3574716    ,    0.9182271 ,    0.170508
Others_Elbow_Features  , 1.754398     ,     2.770339 ,    2.015862
Left_HandElbow_M       , 0            ,            0 ,    393.3026
TYPE_THUMB             , -0.6454719   ,   -0.7554368 ,  -0.1126108
TYPE_THUMBTipP         , 27.85443     ,     99.79586 ,    99.79586
TYPE_THUMBTipV         , -7.202031    ,    -37.02287 ,    59.48515
TYPE_THUMBTipS         , 27.87696     ,     102.8738 ,   -69.53065
TYPE_THUMBD_N          , -0.6454719   ,   -0.7554368 ,  -0.1126108
Others_Finger_Featuers , -1.422819    ,   -0.7070634 ,   -1.398072
TYPE_INDEX             , 0.9081948    ,    0.2631103 ,   0.3255076
TYPE_INDEXTipP         , 54.63189     ,     101.5503 ,    101.5503
